Freq.	V(n007)
7.35642254459641e+000	(-4.45130351218432e+000dB,-2.10673716624942e+001°)
7.94328234724281e+000	(-4.51385139752169e+000dB,-2.26659162864973e+001°)
8.57695898590894e+000	(-4.58580501241011e+000dB,-2.43724688100356e+001°)
9.26118728128793e+000	(-4.66841565671864e+000dB,-2.61913244741637e+001°)
1.00000000000000e+001	(-4.76305141936106e+000dB,-2.81262926273029e+001°)
1.07977516232771e+001	(-4.87119357598147e+000dB,-3.01805482745489e+001°)
1.16591440117983e+001	(-4.99442827305715e+000dB,-3.23564754190755e+001°)
1.25892541179417e+001	(-5.13443272263213e+000dB,-3.46555091638220e+001°)
1.35935639087853e+001	(-5.29295536311250e+000dB,-3.70779858915328e+001°)
1.46779926762207e+001	(-5.47178982752573e+000dB,-3.96230129404234e+001°)
1.58489319246111e+001	(-5.67274310543024e+000dB,-4.22883705943105e+001°)
1.71132830416178e+001	(-5.89759896163938e+000dB,-4.50704593960387e+001°)
1.84784979742229e+001	(-6.14807841816049e+000dB,-4.79643042872961e+001°)
1.99526231496888e+001	(-6.42579980887968e+000dB,-5.09636235601005e+001°)
2.15443469003188e+001	(-6.73224144363171e+000dB,-5.40609650786229e+001°)
2.32630506715363e+001	(-7.06871012854062e+000dB,-5.72479051335265e+001°)
2.51188643150958e+001	(-7.43631857228940e+000dB,-6.05152975221369e+001°)
2.71227257933203e+001	(-7.83597401939349e+000dB,-6.38535532507796e+001°)
2.92864456462524e+001	(-8.26837933953158e+000dB,-6.72529259764178e+001°)
3.16227766016838e+001	(-8.73404640832542e+000dB,-7.07037760704408e+001°)
3.41454887383360e+001	(-9.23332015014425e+000dB,-7.41967876114862e+001°)
3.68694506451957e+001	(-9.76641031045797e+000dB,-7.77231176302728e+001°)
3.98107170553497e+001	(-1.03334270870725e+001dB,-8.12744648132807e+001°)
4.29866234708228e+001	(-1.09344163085474e+001dB,-8.48430544352885e+001°)
4.64158883361278e+001	(-1.15693899478424e+001dB,-8.84215461663667e+001°)
5.01187233627272e+001	(-1.22383483613775e+001dB,-9.20028803138007e+001°)
5.41169526546463e+001	(-1.29412916508565e+001dB,-9.55800850130321e+001°)
5.84341413373517e+001	(-1.36782188279087e+001dB,-9.91460712068957e+001°)
6.30957344480193e+001	(-1.44491148783866e+001dB,-1.02693443590045e+002°)
6.81292069057961e+001	(-1.52539272302397e+001dB,-1.06214353943697e+002°)
7.35642254459641e+001	(-1.60925343825635e+001dB,-1.09700418578910e+002°)
7.94328234724281e+001	(-1.69647104130658e+001dB,-1.13142714342151e+002°)
8.57695898590894e+001	(-1.78700896202441e+001dB,-1.16531858526926e+002°)
9.26118728128793e+001	(-1.88081355840107e+001dB,-1.19858168122967e+002°)
1.00000000000000e+002	(-1.97781184158920e+001dB,-1.23111884418871e+002°)
1.07977516232771e+002	(-2.07791029729584e+001dB,-1.26283441414991e+002°)
1.16591440117983e+002	(-2.18099494717672e+001dB,-1.29363751942534e+002°)
1.25892541179417e+002	(-2.28693264697374e+001dB,-1.32344484465834e+002°)
1.35935639087853e+002	(-2.39557348145288e+001dB,-1.35218306239143e+002°)
1.46779926762207e+002	(-2.50675401007357e+001dB,-1.37979074100982e+002°)
1.58489319246111e+002	(-2.62030105475644e+001dB,-1.40621961542513e+002°)
1.71132830416178e+002	(-2.73603570559513e+001dB,-1.43143518431423e+002°)
1.84784979742229e+002	(-2.85377724640787e+001dB,-1.45541666700201e+002°)
1.99526231496888e+002	(-2.97334675795286e+001dB,-1.47815640578547e+002°)
2.15443469003188e+002	(-3.09457022823311e+001dB,-1.49965883187640e+002°)
2.32630506715362e+002	(-3.21728107328379e+001dB,-1.51993912567174e+002°)
2.51188643150958e+002	(-3.34132203804296e+001dB,-1.53902169822372e+002°)
2.71227257933203e+002	(-3.46654649932105e+001dB,-1.55693860553100e+002°)
2.92864456462523e+002	(-3.59281922931742e+001dB,-1.57372798570202e+002°)
3.16227766016838e+002	(-3.72001669931759e+001dB,-1.58943258548451e+002°)
3.41454887383360e+002	(-3.84802701165046e+001dB,-1.60409842025536e+002°)
3.68694506451957e+002	(-3.97674954693965e+001dB,-1.61777359223086e+002°)
3.98107170553497e+002	(-4.10609440638380e+001dB,-1.63050727625052e+002°)
4.29866234708227e+002	(-4.23598171802406e+001dB,-1.64234887110548e+002°)
4.64158883361278e+002	(-4.36634086383500e+001dB,-1.65334730664828e+002°)
5.01187233627272e+002	(-4.49710967248051e+001dB,-1.66355049221852e+002°)
5.41169526546463e+002	(-4.62823361161407e+001dB,-1.67300488956774e+002°)
5.84341413373517e+002	(-4.75966500413720e+001dB,-1.68175519282141e+002°)
6.30957344480193e+002	(-4.89136228501349e+001dB,-1.68984409852627e+002°)
6.81292069057961e+002	(-5.02328930902406e+001dB,-1.69731215005727e+002°)
7.35642254459641e+002	(-5.15541471508381e+001dB,-1.70419764227176e+002°)
7.94328234724281e+002	(-5.28771134920821e+001dB,-1.71053657406433e+002°)
8.57695898590894e+002	(-5.42015574570600e+001dB,-1.71636263823773e+002°)
9.26118728128793e+002	(-5.55272766446593e+001dB,-1.72170723976682e+002°)
9.99999999999999e+002	(-5.68540968112081e+001dB,-1.72659953503849e+002°)
1.07977516232771e+003	(-5.81818682625541e+001dB,-1.73106648597769e+002°)
1.16591440117983e+003	(-5.95104626954926e+001dB,-1.73513292411346e+002°)
1.25892541179417e+003	(-6.08397704471230e+001dB,-1.73882162060607e+002°)
1.35935639087852e+003	(-6.21696981120383e+001dB,-1.74215335906327e+002°)
1.46779926762207e+003	(-6.35001664896619e+001dB,-1.74514700863569e+002°)
1.58489319246111e+003	(-6.48311088271109e+001dB,-1.74781959541899e+002°)
1.71132830416178e+003	(-6.61624693264016e+001dB,-1.75018637061963e+002°)
1.84784979742229e+003	(-6.74942018883948e+001dB,-1.75226087427937e+002°)
1.99526231496888e+003	(-6.88262690694860e+001dB,-1.75405499361393e+002°)
2.15443469003188e+003	(-7.01586412305847e+001dB,-1.75557901521662e+002°)
2.32630506715362e+003	(-7.14912958613620e+001dB,-1.75684167051758e+002°)
2.51188643150958e+003	(-7.28242170660492e+001dB,-1.75785017398156e+002°)
2.71227257933203e+003	(-7.41573952002615e+001dB,-1.75861025357798e+002°)
2.92864456462523e+003	(-7.54908266514040e+001dB,-1.75912617307044e+002°)
3.16227766016838e+003	(-7.68245137582318e+001dB,-1.75940074565132e+002°)
3.41454887383360e+003	(-7.81584648681147e+001dB,-1.75943533839111e+002°)
3.68694506451957e+003	(-7.94926945335385e+001dB,-1.75922986688094e+002°)
3.98107170553497e+003	(-8.08272238524121e+001dB,-1.75878277931694e+002°)
4.29866234708227e+003	(-8.21620809598789e+001dB,-1.75809102910190e+002°)
4.64158883361278e+003	(-8.34973016826090e+001dB,-1.75715003481513e+002°)
5.01187233627272e+003	(-8.48329303700156e+001dB,-1.75595362611529e+002°)
5.41169526546463e+003	(-8.61690209205410e+001dB,-1.75449397377928e+002°)
5.84341413373517e+003	(-8.75056380251254e+001dB,-1.75276150162340e+002°)
6.30957344480193e+003	(-8.88428586542342e+001dB,-1.75074477747762e+002°)
6.81292069057961e+003	(-9.01807738193686e+001dB,-1.74843037965719e+002°)
7.35642254459641e+003	(-9.15194906447914e+001dB,-1.74580273445603e+002°)
7.94328234724281e+003	(-9.28591347901688e+001dB,-1.74284391902013e+002°)
8.57695898590893e+003	(-9.41998532697836e+001dB,-1.73953342247365e+002°)
9.26118728128793e+003	(-9.55418177185900e+001dB,-1.73584785627364e+002°)
9.99999999999999e+003	(-9.68852281591307e+001dB,-1.73176060233771e+002°)
1.07977516232771e+004	(-9.82303173253505e+001dB,-1.72724138435942e+002°)
1.16591440117983e+004	(-9.95773555982376e+001dB,-1.72225574368465e+002°)
1.25892541179417e+004	(-1.00926656601815e+002dB,-1.71676439588019e+002°)
1.35935639087852e+004	(-1.02278583492851e+002dB,-1.71072243730180e+002°)
1.46779926762207e+004	(-1.03633555948325e+002dB,-1.70407836205191e+002°)
1.58489319246111e+004	(-1.04992057802688e+002dB,-1.69677283802467e+002°)
1.71132830416178e+004	(-1.06354645198732e+002dB,-1.68873717536229e+002°)
1.84784979742229e+004	(-1.07721954970171e+002dB,-1.67989140039769e+002°)
1.99526231496888e+004	(-1.09094712736666e+002dB,-1.67014182148830e+002°)
2.15443469003188e+004	(-1.10473739808467e+002dB,-1.65937793811716e+002°)
2.32630506715362e+004	(-1.11859957380262e+002dB,-1.64746849896672e+002°)
2.51188643150958e+004	(-1.13254385500171e+002dB,-1.63425645601071e+002°)
2.71227257933203e+004	(-1.14658132700185e+002dB,-1.61955248844636e+002°)
2.92864456462523e+004	(-1.16072369596907e+002dB,-1.60312668381901e+002°)
3.16227766016838e+004	(-1.17498275619112e+002dB,-1.58469787308082e+002°)
3.41454887383360e+004	(-1.18936941349678e+002dB,-1.56392004935327e+002°)
3.68694506451957e+004	(-1.20389198353081e+002dB,-1.54036532660321e+002°)
3.98107170553497e+004	(-1.21855331787623e+002dB,-1.51350317437297e+002°)
4.29866234708227e+004	(-1.23334606255957e+002dB,-1.48267654379337e+002°)
4.64158883361277e+004	(-1.24824501116651e+002dB,-1.44707768201638e+002°)
5.01187233627272e+004	(-1.26319513060468e+002dB,-1.40573123621610e+002°)
5.41169526546463e+004	(-1.27809366477720e+002dB,-1.35750179780296e+002°)
5.84341413373517e+004	(-1.29276551877349e+002dB,-1.30115960573179e+002°)
6.30957344480193e+004	(-1.30693460990779e+002dB,-1.23556024474949e+002°)
6.81292069057961e+004	(-1.32020263678519e+002dB,-1.16000504825763e+002°)
7.35642254459641e+004	(-1.33206109835050e+002dB,-1.07479842060392e+002°)
7.94328234724281e+004	(-1.34197102637026e+002dB,-9.81836626591055e+001°)
8.57695898590893e+004	(-1.34951845762568e+002dB,-8.84795736304938e+001°)
9.26118728128793e+004	(-1.35457927647429e+002dB,-7.88480546864764e+001°)
9.99999999999999e+004	(-1.35737589003196e+002dB,-6.97483312722503e+001°)
1.07977516232771e+005	(-1.35837800425544e+002dB,-6.14980600678440e+001°)
1.16591440117983e+005	(-1.35812884968074e+002dB,-5.42351113057437e+001°)
1.25892541179417e+005	(-1.35710908177093e+002dB,-4.79537422173396e+001°)
1.35935639087852e+005	(-1.35568006281341e+002dB,-4.25659096628023e+001°)
1.46779926762207e+005	(-1.35408520089777e+002dB,-3.79518013786318e+001°)
1.58489319246111e+005	(-1.35247534497850e+002dB,-3.39899567429039e+001°)
1.71132830416178e+005	(-1.35093691457714e+002dB,-3.05711731299475e+001°)
1.84784979742229e+005	(-1.34951458012458e+002dB,-2.76028826913282e+001°)
1.99526231496888e+005	(-1.34822726261757e+002dB,-2.50089244541539e+001°)
2.15443469003188e+005	(-1.34707866469273e+002dB,-2.27275156850937e+001°)
2.32630506715362e+005	(-1.34606392954853e+002dB,-2.07087915512160e+001°)
2.51188643150958e+005	(-1.34517374082265e+002dB,-1.89124932127210e+001°)
2.71227257933202e+005	(-1.34439679142743e+002dB,-1.73059998504836e+001°)
2.92864456462523e+005	(-1.34372123374043e+002dB,-1.58627307621903e+001°)
3.16227766016838e+005	(-1.34313550170933e+002dB,-1.45608787014337e+001°)
3.41454887383360e+005	(-1.34262874966848e+002dB,-1.33824176272306e+001°)
3.68694506451957e+005	(-1.34219105997058e+002dB,-1.23123292707407e+001°)
3.98107170553497e+005	(-1.34181351350851e+002dB,-1.13380007930274e+001°)
4.29866234708227e+005	(-1.34148818112111e+002dB,-1.04487549211268e+001°)
4.64158883361277e+005	(-1.34120807148530e+002dB,-9.63548225157017e+000°)
5.01187233627272e+005	(-1.34096705719708e+002dB,-8.89035229755017e+000°)
5.41169526546463e+005	(-1.34075979210790e+002dB,-8.20658531607592e+000°)
5.84341413373517e+005	(-1.34058162761424e+002dB,-7.57827117915383e+000°)
6.30957344480193e+005	(-1.34042853226719e+002dB,-7.00022478646077e+000°)
6.81292069057960e+005	(-1.34029701701003e+002dB,-6.46786997570925e+000°)
7.35642254459640e+005	(-1.34018406709208e+002dB,-5.97714575306828e+000°)
7.94328234724281e+005	(-1.34008708094908e+002dB,-5.52443008319114e+000°)
8.57695898590893e+005	(-1.34000381589719e+002dB,-5.10647755683243e+000°)
9.26118728128792e+005	(-1.33993234024272e+002dB,-4.72036807710241e+000°)
9.99999999999999e+005	(-1.33987099128677e+002dB,-4.36346433574578e+000°)
1.07977516232771e+006	(-1.33981833865727e+002dB,-4.03337633536252e+000°)
1.16591440117983e+006	(-1.33977315239894e+002dB,-3.72793158734782e+000°)
1.25892541179417e+006	(-1.33973437527609e+002dB,-3.44514990487910e+000°)
1.35935639087852e+006	(-1.33970109878162e+002dB,-3.18322193535285e+000°)
1.46779926762207e+006	(-1.33967254239037e+002dB,-2.94049075224918e+000°)
1.58489319246111e+006	(-1.33964803564148e+002dB,-2.71543596382647e+000°)
1.71132830416178e+006	(-1.33962700268021e+002dB,-2.50665990396312e+000°)
1.84784979742229e+006	(-1.33960894893257e+002dB,-2.31287555546973e+000°)
1.99526231496888e+006	(-1.33959344962576e+002dB,-2.13289592335893e+000°)
2.15443469003188e+006	(-1.33958013990344e+002dB,-1.96562462878466e+000°)
2.32630506715362e+006	(-1.33956870631683e+002dB,-1.81004753666367e+000°)
2.51188643150958e+006	(-1.33955887950120e+002dB,-1.66522526371015e+000°)
2.71227257933202e+006	(-1.33955042787270e+002dB,-1.53028644057014e+000°)
2.92864456462523e+006	(-1.33954315220194e+002dB,-1.40442162335767e+000°)
3.16227766016837e+006	(-1.33953688094053e+002dB,-1.28687776728043e+000°)
3.41454887383360e+006	(-1.33953146619308e+002dB,-1.17695318907316e+000°)
3.68694506451957e+006	(-1.33952678024170e+002dB,-1.07399295631638e+000°)
3.98107170553497e+006	(-1.33952271254260e+002dB,-9.77384650949411e-001°)
4.29866234708227e+006	(-1.33951916712502e+002dB,-8.86554461814675e-001°)
4.64158883361277e+006	(-1.33951606033188e+002dB,-8.00963567235582e-001°)
5.01187233627272e+006	(-1.33951331884950e+002dB,-7.20104773699670e-001°)
5.41169526546463e+006	(-1.33951087798039e+002dB,-6.43499380906457e-001°)
5.84341413373517e+006	(-1.33950868011845e+002dB,-5.70694246916207e-001°)
6.30957344480192e+006	(-1.33950667339121e+002dB,-5.01259030038119e-001°)
6.81292069057960e+006	(-1.33950481043694e+002dB,-4.34783586534865e-001°)
7.35642254459640e+006	(-1.33950304728810e+002dB,-3.70875505284615e-001°)
7.94328234724280e+006	(-1.33950134233494e+002dB,-3.09157762305489e-001°)
8.57695898590893e+006	(-1.33949965534481e+002dB,-2.49266479572631e-001°)
9.26118728128792e+006	(-1.33949794651437e+002dB,-1.90848773897457e-001°)
9.99999999999999e+006	(-1.33949617553237e+002dB,-1.33560682838758e-001°)
1.07977516232771e+007	(-1.33949430063117e+002dB,-7.70651557187702e-002°)
1.16591440117983e+007	(-1.33949227760496e+002dB,-2.10300988648923e-002°)
1.25892541179417e+007	(-1.33949005877183e+002dB,3.48735347695225e-002°)
1.35935639087852e+007	(-1.33948759185582e+002dB,9.09736203906254e-002°)
1.46779926762207e+007	(-1.33948481876320e+002dB,1.47598708203724e-001°)
1.58489319246111e+007	(-1.33948167422515e+002dB,2.05079848687122e-001°)
1.71132830416178e+007	(-1.33947808427617e+002dB,2.63752401217985e-001°)
1.84784979742229e+007	(-1.33947396453401e+002dB,3.23957829235692e-001°)
1.99526231496888e+007	(-1.33946921824311e+002dB,3.86045483033773e-001°)
2.15443469003188e+007	(-1.33946373403864e+002dB,4.50374368703553e-001°)
2.32630506715362e+007	(-1.33945738338297e+002dB,5.17314898574675e-001°)
2.51188643150958e+007	(-1.33945001762009e+002dB,5.87250614543249e-001°)
2.71227257933202e+007	(-1.33944146458695e+002dB,6.60579870744315e-001°)
2.92864456462523e+007	(-1.33943152471294e+002dB,7.37717455864571e-001°)
3.16227766016837e+007	(-1.33941996653062e+002dB,8.19096127705254e-001°)
3.41454887383360e+007	(-1.33940652151252e+002dB,9.05168023034816e-001°)
3.68694506451957e+007	(-1.33939087813995e+002dB,9.96405893889911e-001°)
3.98107170553497e+007	(-1.33937267510120e+002dB,1.09330410678919e+000°)
4.29866234708227e+007	(-1.33935149350940e+002dB,1.19637932323703e+000°)
4.64158883361277e+007	(-1.33932684802407e+002dB,1.30617075775514e+000°)
5.01187233627272e+007	(-1.33929817675811e+002dB,1.42323988276524e+000°)
5.41169526546463e+007	(-1.33926482985398e+002dB,1.54816941718974e+000°)
5.84341413373517e+007	(-1.33922605662229e+002dB,1.68156139688638e+000°)
6.30957344480192e+007	(-1.33918099115617e+002dB,1.82403407932458e+000°)
6.81292069057960e+007	(-1.33912863636927e+002dB,1.97621738181639e+000°)
7.35642254459640e+007	(-1.33906784646043e+002dB,2.13874649213821e+000°)
7.94328234724280e+007	(-1.33899730788974e+002dB,2.31225322326605e+000°)
8.57695898590893e+007	(-1.33891551906830e+002dB,2.49735461210903e+000°)
9.26118728128792e+007	(-1.33882076912688e+002dB,2.69463818922842e+000°)
1.00000000000000e+008	(-1.33871111634781e+002dB,2.90464327875900e+000°)
